randomise_blocks,randomise_trials,display,ANSWER,Left,Right,CurrPair,PairNum,PairNumOriginal,Pose,DomPoseNum,Dominant,SubPoseNum,Submissive,
,,,,,,,29,45,Stand,2,D_G_Stan_2_S2002SD0113T0225.jpg,2,S_I_Stan_1_S2002SD0113N0226.jpg,
,,,,,,,29,45,Stand,2,D_G_Stan_2_S2002SD0113T0225_M.jpg ,2,S_I_Stan_1_S2002SD0113N0226_M.jpg,
,,,,,,,29,45,Stand,3,D_I_Stan_1_S2002SD0113T0225.jpg,,,
,,,,,,,29,45,Stand,3,D_I_Stan_1_S2002SD0113T0225_M.jpg ,,,
,,,,,,,30,47,Sit,1,D_G_Sit_1_S2004NY0077T0153.jpg  ,1,S_G_Sit_1_S2004NY0077N0154.jpg,
,,,,,,,30,47,Sit,1,D_G_Sit_1_S2004NY0077T0153_M.jpg ,1,S_G_Sit_1_S2004NY0077N0154_M.jpg ,
,,,,,,,30,47,Sit,2,D_I_Sit_1_S2004NY0077T0153.jpg ,2,S_G_Sit_2_S2004NY0077N0154.jpg,
,,,,,,,30,47,Sit,2,D_I_Sit_1_S2004NY0077T0153_M.jpg,2,S_G_Sit_2_S2004NY0077N0154_M.jpg ,
,,,,,,,30,47,Sit,,,3,S_I_Sit_1_S2004NY0077N0154.jpg ,
,,,,,,,30,47,Sit,,,3,S_I_Sit_1_S2004NY0077N0154_M.jpg  ,
,,,,,,,30,47,Stand,1,D_G_Stan_1_S2004NY0077T0153.jpg,1,S_G_Stan_1_S2004NY0077N0154.jpg,
,,,,,,,30,47,Stand,1,D_G_Stan_1_S2004NY0077T0153_M.jpg ,1,S_G_Stan_1_S2004NY0077N0154_M.jpg,
,,,,,,,30,47,Stand,2,D_G_Stan_2_S2004NY0077T0153.jpg,2,S_I_Stan_1_S2004NY0077N0154.jpg,
,,,,,,,30,47,Stand,2,D_G_Stan_2_S2004NY0077T0153_M.jpg ,2,S_I_Stan_1_S2004NY0077N0154_M.jpg,
,,,,,,,30,47,Stand,3,D_I_Stan_1_S2004NY0077T0153.jpg,,,
,,,,,,,30,47,Stand,3,D_I_Stan_1_S2004NY0077T0153_M.jpg ,,,
,,,,,,,31,52,Sit,1,D_G_Sit_1_S2006TN0048T0095.jpg  ,1,S_G_Sit_1_S2006TN0048N0096.jpg,
,,,,,,,31,52,Sit,1,D_G_Sit_1_S2006TN0048T0095_M.jpg ,1,S_G_Sit_1_S2006TN0048N0096_M.jpg ,
,,,,,,,31,52,Sit,2,D_I_Sit_1_S2006TN0048T0095.jpg ,2,S_G_Sit_2_S2006TN0048N0096.jpg,
,,,,,,,31,52,Sit,2,D_I_Sit_1_S2006TN0048T0095_M.jpg,2,S_G_Sit_2_S2006TN0048N0096_M.jpg ,
,,,,,,,31,52,Sit,,,3,S_I_Sit_1_S2006TN0048N0096.jpg ,
,,,,,,,31,52,Sit,,,3,S_I_Sit_1_S2006TN0048N0096_M.jpg  ,
,,,,,,,31,52,Stand,1,D_G_Stan_1_S2006TN0048T0095.jpg,1,S_G_Stan_1_S2006TN0048N0096.jpg,
,,,,,,,31,52,Stand,1,D_G_Stan_1_S2006TN0048T0095_M.jpg ,1,S_G_Stan_1_S2006TN0048N0096_M.jpg,
,,,,,,,31,52,Stand,2,D_G_Stan_2_S2006TN0048T0095.jpg,2,S_I_Stan_1_S2006TN0048N0096.jpg,
,,,,,,,31,52,Stand,2,D_G_Stan_2_S2006TN0048T0095_M.jpg ,2,S_I_Stan_1_S2006TN0048N0096_M.jpg,
,,,,,,,31,52,Stand,3,D_I_Stan_1_S2006TN0048T0095.jpg,,,
,,,,,,,31,52,Stand,3,D_I_Stan_1_S2006TN0048T0095_M.jpg ,,,
